Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say behind? Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro la"" Student: and how do you say dog? Tutor: OK,  ""box"" is  ""scatola"" Student: How do you say dog?","That is given, please try to fill in the rest of the sentence.","[False, False, False, True, False]",e dietro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say pink? Tutor: Okay, I'll give you a hint.  ""pink"" is ""rosa"" Student: How do you say tree?","I'll give you another hint ""tree"" is all'albero.","[False, True, False, False, False]",e vicino,rosa,all'albero
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: ok, how do you say bunny?
","""Bunny"" is coniglio.","[False, True, False, False, False]",e di fronte al,rosso,coniglio
"Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""?","I'll give you a hint, ""purple"" is viola. ","[False, True, False, False, False]",e di fronte al,viola,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: I don't remember how to say is in front of the in Italian. Any help?, E di fronte al is in front of in Italian. What is in front of what?,"[True, True, False, False, False]",e di fronte al,verde,letto
Tutor: Please try to fill in the blank in Italian.  Student: how do I say box?,scatola,"[False, True, False, False, False]",e di fronte alla,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for table again? Tutor: OK,  ""table"" is  ""tavolo"" Student: What is the word for is on top of the again?",e in cima al,"[False, True, False, False, False]",e in cima al,rosso,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: e di behinde alla scatola amarillo maybe? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro la"" Student: e dietro la scatola amarillo then is my guess.",yellow :  gialla,"[False, False, True, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: al cane rosa Tutor: Hmm...  ""is behind the"" is  ""e dietro il"" Student: e dietro il al cane rosa",That is correct.,"[False, False, False, True, False]",e dietro il,rosa,cane
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: What is the word for blue again?
",blu,"[False, True, False, False, False]",e di fronte alla,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: how do I say box?,Box is scatola but do you remember how to say purple in Italian? ,"[True, True, False, False, False]",e di fronte alla,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for table again? Tutor: OK,  ""table"" is  ""tavolo"" Student: What is the word for is on top of the again?","""e in cima al"". Do you remember how to say red in Italian? ","[True, True, False, False, False]",e in cima al,rosso,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: e di behinde alla scatola amarillo maybe? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro la"" Student: e dietro la scatola amarillo then is my guess.","Amarillo is yellow in Spanish, can you guess the Italian word? ","[True, False, True, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: al cane rosa Tutor: Hmm...  ""is behind the"" is  ""e dietro il"" Student: e dietro il al cane rosa",Almost! Al is not necessary. ,"[False, False, True, False, False]",e dietro il,rosa,cane
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: What is the word for blue again?
","Blue in Italian sounds close to English, can you guess again? ","[False, True, False, False, False]",e di fronte alla,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: how do I say box?,"""Scatola"" is the word for ""box.""","[False, True, False, False, False]",e di fronte alla,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for table again? Tutor: OK,  ""table"" is  ""tavolo"" Student: What is the word for is on top of the again?","""E in cima al"" means ""on top of the.""","[False, True, False, False, False]",e in cima al,rosso,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: e di behinde alla scatola amarillo maybe? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro la"" Student: e dietro la scatola amarillo then is my guess.","No, ""amarillo"" is Spanish for ""yellow."" Please try again, using the Italian word for ""yellow.""","[False, False, True, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: al cane rosa Tutor: Hmm...  ""is behind the"" is  ""e dietro il"" Student: e dietro il al cane rosa","Almost correct! You don't need to use the word ""al,"" though. Please try again. ","[False, False, True, False, False]",e dietro il,rosa,cane
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: What is the word for blue again?
","It's ""blu,"" almost the same as the English word. Please try again.","[False, True, False, False, False]",e di fronte alla,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: what is behind?,yes can you name the animals as to which animal is behind the cat,"[False, False, True, False, False]",e dietro il,rosso,gatto
"Tutor: Please try to fill in the blank in Italian.  Student: what is ""bag"" bag in italian? Tutor: Well,  ""box"" is  ""scatola"" Student: what is ""bag"" in italian? Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: bag alla scatola rosa Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: e di fronte alla scatola rosa",correct,"[False, False, False, True, False]",e di fronte alla,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: I can't remember the word for ""box"".",the word for box in Italian is scatola,"[False, True, False, False, False]",e dentro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: rosa Tutor: Okay, I'll give you a hint.  ""is inside of the"" is  ""e dentro la"" Student: e dentro la rosa",what is the word for box in italian,"[True, False, False, False, False]",e dentro la,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is under""? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: How do you say pink? Tutor: Okay, I'll give you a hint.  ""pink"" is ""rosa"" Student: How do you say table?",ok the word for table is tavolo. now put the sentence together.,"[False, True, False, False, False]",e sotto il,rosa,tavolo
Tutor: Please try to fill in the blank in Italian.  Student: what is behind?,Behind is dietro.,"[False, True, False, False, False]",e dietro il,rosso,gatto
"Tutor: Please try to fill in the blank in Italian.  Student: what is ""bag"" bag in italian? Tutor: Well,  ""box"" is  ""scatola"" Student: what is ""bag"" in italian? Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: bag alla scatola rosa Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: e di fronte alla scatola rosa","Excellent! Just a minor spelling mistake, it's rossa not rosa.","[False, False, True, True, False]",e di fronte alla,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: I can't remember the word for ""box"".",Box is scatola.,"[False, True, False, False, False]",e dentro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: rosa Tutor: Okay, I'll give you a hint.  ""is inside of the"" is  ""e dentro la"" Student: e dentro la rosa","Almost, you forgot to add the word for box which is scatola.","[False, True, True, True, False]",e dentro la,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is under""? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: How do you say pink? Tutor: Okay, I'll give you a hint.  ""pink"" is ""rosa"" Student: How do you say table?",Table is tavolo.,"[False, True, False, False, False]",e sotto il,rosa,tavolo
Tutor: Please try to fill in the blank in Italian.  Student: what is behind?,dietro,"[True, False, False, False, False]",e dietro il,rosso,gatto
"Tutor: Please try to fill in the blank in Italian.  Student: what is ""bag"" bag in italian? Tutor: Well,  ""box"" is  ""scatola"" Student: what is ""bag"" in italian? Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: bag alla scatola rosa Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: e di fronte alla scatola rosa",Correct!,"[False, False, False, True, False]",e di fronte alla,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: I can't remember the word for ""box"".","Remember, it's a feminine word. ","[False, True, False, False, False]",e dentro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: rosa Tutor: Okay, I'll give you a hint.  ""is inside of the"" is  ""e dentro la"" Student: e dentro la rosa","Almost. It would be, e dentro la scatola rosa.","[False, True, True, False, False]",e dentro la,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is under""? Tutor: Remember that  ""is under the"" is ""e sotto il"" Student: How do you say pink? Tutor: Okay, I'll give you a hint.  ""pink"" is ""rosa"" Student: How do you say table?",Table would be tavolo. Now put it together to fill in the blank.,"[True, True, False, False, False]",e sotto il,rosa,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: what is behind? Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro il"" Student: what is red?",Is it rosso or rossi?,"[True, False, False, False, False]",e dietro il,rosso,gatto
"Tutor: Please try to fill in the blank in Italian.  Student: Can you remind me of Italian for ""next to""?","en --- al, and the missing word starts with a V. Can you remember the rest?","[True, True, False, False, False]",e vicino al,rosso,cane
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""?
 ",The word begins with a: e blank al. Can you tell me the rest of the word?,"[True, True, False, False, False]",e accanto al,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: al cane rosa,"""Rosa"" is correct but the gender of cane might not be. What do you think?","[True, True, False, True, False]",e dietro il,rosa,cane
Tutor: Please try to fill in the blank in Italian.  Student: How do you say blue?,It is not that different from English.,"[False, True, False, False, False]",e sotto,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: what is behind? Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro il"" Student: what is red?",Red would be rosso. Now put it together to fill in the blank.,"[True, True, False, False, False]",e dietro il,rosso,gatto
"Tutor: Please try to fill in the blank in Italian.  Student: Can you remind me of Italian for ""next to""?","I'll help you out. ""Next to"" is vicino al. Don't forget the ""e"" for is and ""al"" at the end for the. So it would be ""e vicino al"" meaning ""is next to the."" Now try to fill in the blank.","[True, True, False, False, False]",e vicino al,rosso,cane
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to""?
 ","""Is next to"" would be ""e accanto al."" Don't forget ""the"" at the end, which is ""al."" Now try to fill in the blank.","[True, True, False, False, False]",e accanto al,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: al cane rosa,"""Rosa"" means red. Yours says the red dog. You have to add the ""is behind the."" Also, ""al"" is incorrect. It would be ""il"" meaning the. Now try to fill in the blank","[True, True, True, False, False]",e dietro il,rosa,cane
Tutor: Please try to fill in the blank in Italian.  Student: How do you say blue?,"Blue would be ""blu."" Now try to fill in the blank.","[True, True, False, False, False]",e sotto,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: what is behind? Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro il"" Student: what is red?","""Red"" is ""rosso"". Now complete the full sentence in Italian please!","[False, True, False, False, False]",e dietro il,rosso,gatto
