Past Convo,Student Repsonse,"Actions (guess, question, affirmation, other)"
" Tutor: Please try to fill in the blank in Italian.  Student: Is blue, azul? Tutor: OK,  ""blue"" is ""blu""",Oh okay! That seems easy enough.,"[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is blue, azul? Tutor: OK,  ""blue"" is ""blu"" Student: Oh okay! That seems easy enough. Tutor: Why don't you try filling in what you can.","e di fronte alla scatola blu?
","[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is blue, azul? Tutor: OK,  ""blue"" is ""blu"" Student: Oh okay! That seems easy enough. Tutor: Why don't you try filling in what you can. Student: e di fronte alla scatola blu?
 Tutor: Okay, I'll give you a hint.  ""is inside of the"" is  ""e dentro la""",e dentro la scatola blu must be correct then.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: Is blue, azul? Tutor: OK,  ""blue"" is ""blu"" Student: Oh okay! That seems easy enough. Tutor: Why don't you try filling in what you can. Student: e di fronte alla scatola blu?
 Tutor: Okay, I'll give you a hint.  ""is inside of the"" is  ""e dentro la"" Student: e dentro la scatola blu must be correct then. Tutor: Please try to fill in the blank in Italian. ",el dietro alla scatola blu is my first guess.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: el dietro alla scatola blu is my first guess. Tutor: Well,  ""is in front of the"" is  ""e di fronte alla""",Oh okay! Thanks for reminding me.,"[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: el dietro alla scatola blu is my first guess. Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: Oh okay! Thanks for reminding me. Tutor: Why don't you try filling in what you can.",e di fronte alla scatola blu is my final answer.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: el dietro alla scatola blu is my first guess. Tutor: Well,  ""is in front of the"" is  ""e di fronte alla"" Student: Oh okay! Thanks for reminding me. Tutor: Why don't you try filling in what you can. Student: e di fronte alla scatola blu is my final answer. Tutor: Please try to fill in the blank in Italian. ","How do you say ""is next to"" in Italian?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to"" in Italian? Tutor: Hmm...  ""is next to the"" is ""e vicino al""",e vicino al letto blu is my guess at this point.,"[True, False, False, False]"
" Tutor: ""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian. ",et proximo il botano rojo.,"[True, False, False, False]"
" Tutor: ""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian.  Student: et proximo il botano rojo. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino alla""",e vicino alla il botano rojo. ,"[True, False, False, False]"
" Tutor: ""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian.  Student: et proximo il botano rojo. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino alla"" Student: e vicino alla il botano rojo.  Tutor: Remember that  ""plant"" is  ""pianta""",e vicino alla pianta rojo.,"[True, False, False, False]"
" Tutor: ""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian.  Student: et proximo il botano rojo. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino alla"" Student: e vicino alla il botano rojo.  Tutor: Remember that  ""plant"" is  ""pianta"" Student: e vicino alla pianta rojo. Tutor: Hmm...  ""red"" is  ""rossa""",e vicino alla pianta rossa.,"[True, False, False, False]"
" Tutor: ""Is Next To The"" is ""e vicino alla"". Please try to fill in the blank in Italian.  Student: et proximo il botano rojo. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino alla"" Student: e vicino alla il botano rojo.  Tutor: Remember that  ""plant"" is  ""pianta"" Student: e vicino alla pianta rojo. Tutor: Hmm...  ""red"" is  ""rossa"" Student: e vicino alla pianta rossa. Tutor: Please try to fill in the blank in Italian. ",e vicino alla pianta jaune.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla pianta jaune. Tutor: Well,  ""yellow"" is  ""gialla""",e vicino alla pianta gialla,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla pianta jaune. Tutor: Well,  ""yellow"" is  ""gialla"" Student: e vicino alla pianta gialla Tutor: Please try to fill in the blank in Italian. ",e vicino alla bota tyrio,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la""",e dietro la bota tyrio,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola""",e dietro la bota scatola tyrio,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola"" Student: e dietro la bota scatola tyrio Tutor: Remember that  ""purple"" is  ""viola""",e dietro la bota scatola viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola"" Student: e dietro la bota scatola tyrio Tutor: Remember that  ""purple"" is  ""viola"" Student: e dietro la bota scatola viola Tutor: Prepositional phrases separate the two noun phrases.","what's a prepositional phrase--like, e dietro la? ","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola"" Student: e dietro la bota scatola tyrio Tutor: Remember that  ""purple"" is  ""viola"" Student: e dietro la bota scatola viola Tutor: Prepositional phrases separate the two noun phrases. Student: what's a prepositional phrase--like, e dietro la?  Tutor: Adjectives (such as color words) follow the noun they modify in Italian.",e dietro la bota viola scatola ,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola"" Student: e dietro la bota scatola tyrio Tutor: Remember that  ""purple"" is  ""viola"" Student: e dietro la bota scatola viola Tutor: Prepositional phrases separate the two noun phrases. Student: what's a prepositional phrase--like, e dietro la?  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: e dietro la bota viola scatola  Tutor: OK,  ""is behind the"" is e dietro la""",la bota e dietro la scatola viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e vicino alla bota tyrio Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: e dietro la bota tyrio Tutor: Well,  ""box"" is  ""scatola"" Student: e dietro la bota scatola tyrio Tutor: Remember that  ""purple"" is  ""viola"" Student: e dietro la bota scatola viola Tutor: Prepositional phrases separate the two noun phrases. Student: what's a prepositional phrase--like, e dietro la?  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: e dietro la bota viola scatola  Tutor: OK,  ""is behind the"" is e dietro la"" Student: la bota e dietro la scatola viola Tutor: Please try to fill in the blank in Italian. ",arbor viola scatola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: arbor viola scatola Tutor: Hmm...  ""is under the"" is  ""e sotto""",scatola e sotto arbor viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: arbor viola scatola Tutor: Hmm...  ""is under the"" is  ""e sotto"" Student: scatola e sotto arbor viola Tutor: Remember that  ""tree"" is  ""l'albero""",e sotto l'albero viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: arbor viola scatola Tutor: Hmm...  ""is under the"" is  ""e sotto"" Student: scatola e sotto arbor viola Tutor: Remember that  ""tree"" is  ""l'albero"" Student: e sotto l'albero viola Tutor: Please try to fill in the blank in Italian. ",coniglio viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: coniglio viola Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte al""",e di fronte al coniglio viola,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: coniglio viola Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte al"" Student: e di fronte al coniglio viola Tutor: Please try to fill in the blank in Italian. ",e dietto coniglio jaune,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: e dietto coniglio jaune Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte al""",e di fronte al coniglio jaune,"[True, False, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian. ","How do you say ""purple bunny""?","[False, True, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio""",How do you say purple?,"[False, True, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple? Tutor: Well,  ""purple"" is ""viola""",il gatto e di fronte al viola coniglio,"[True, False, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple? Tutor: Well,  ""purple"" is ""viola"" Student: il gatto e di fronte al viola coniglio Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").","My guess is  ""il gatto e di fronte al viola coniglio"". Is that right?","[True, False, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple? Tutor: Well,  ""purple"" is ""viola"" Student: il gatto e di fronte al viola coniglio Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student: My guess is  ""il gatto e di fronte al viola coniglio"". Is that right? Tutor: Prepositional phrases separate the two noun phrases.","this is my guess, ""e di fronte al viola coniglio""","[True, False, False, False]"
" Tutor: ""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.  Student: How do you say ""purple bunny""? Tutor: OK,  ""bunny"" is  ""coniglio"" Student: How do you say purple? Tutor: Well,  ""purple"" is ""viola"" Student: il gatto e di fronte al viola coniglio Tutor: al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the""). Student: My guess is  ""il gatto e di fronte al viola coniglio"". Is that right? Tutor: Prepositional phrases separate the two noun phrases. Student: this is my guess, ""e di fronte al viola coniglio"" Tutor: Adjectives (such as color words) follow the noun they modify in Italian.",e di fronte al coniglio viola,"[True, False, False, False]"
